,normalized_year,vd17_id,record_number,field_number,field_code,last_name,first_name,full_name_vd17,member_number,role,role2
1920,1646,125:001490S,106567,17,028G,Friesen,Carl,carl friesen,597,ctb,BeiträgerIn
1921,1646,125:001490S,106567,17,028G,Friesen,Carl,carl friesen,538,ctb,BeiträgerIn
1922,1646,23:234664R,106619,31,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1923,1646,125:021219D,106670,27,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1924,1646,125:021219D,106670,38,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1925,1646,1:032829A,106989,31,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1926,1646,3:309851M,107000,27,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
1927,1646,39:139345P,107153,22,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1928,1646,39:112481C,107203,19,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1929,1646,39:112481C,107203,34,028G,Wex,Johann Christoph,johann christoph wex,753,ctb,BeiträgerIn
1930,1646,125:033950M,107245,35,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1931,1645,12:748247L,107437,18,028G,Cothmann,Johann,johann cothmann,168,ctb,BeiträgerIn
1932,1645,15:742073N,107488,23,028G,Pfordte,Hans,hans pfordte,258,oth,BeiträgerIn
1933,1645,28:717521D,107657,16,028G,Cothmann,Johann,johann cothmann,168,ctb,BeiträgerIn
1934,1645,125:019700N,108514,21,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1935,1645,14:070774U,108519,35,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1936,1645,14:070640P,108520,26,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1937,1645,23:252675C,108810,28,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1938,1645,23:315638B,109138,20,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1939,1645,39:150933S,109304,19,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1940,1645,39:108143Y,109367,19,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
1941,1645,23:302245X,109423,21,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1942,1645,125:031647H,109473,16,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1943,1645,125:031125C,109518,44,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1944,1644,75:690668G,110036,20,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1945,1644,32:669680P,110163,19,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1946,1644,75:663831Y,110199,33,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1947,1644,32:633890V,110372,23,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1948,1644,23:622229C,110458,16,028G,Andreae,Johann Valentin,johann valentin andreae,464,ctb,BeiträgerIn
1949,1644,1:041917H,110583,49,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1950,1644,1:039886X,110585,31,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1951,1644,1:025609M,110621,46,028G,Arnschwanger,Johann Christoph,johann christoph arnschwanger,853,ctb,BeiträgerIn
1952,1644,14:070765V,110674,35,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1953,1644,14:070456E,110675,34,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1954,1644,125:017249W,110716,55,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1955,1644,125:015865C,110764,18,028G,Frantzke,Georg,georg frantzke,428,ctb,BeiträgerIn
1956,1644,3:023044H,110996,22,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
1957,1644,23:291655Y,111065,27,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
1958,1644,23:287505H,111494,22,028G,Gryphius,Andreas,andreas gryphius,788,ctb,BeiträgerIn
1959,1643,7:714152W,111952,20,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
1960,1643,7:714152W,111952,21,028G,Schumacher,Heinrich,heinrich schumacher,359,ctb,BeiträgerIn
1961,1643,75:688744A,112126,21,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
1962,1643,23:653516D,112312,20,028G,Hille,Karl Gustav,karl gustav hille,302,ctb,BeiträgerIn
1963,1643,23:653516D,112312,21,028G,Schottel,Justus Georg,justus georg schottel,397,ctb,BeiträgerIn
1964,1643,23:653516D,112312,22,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1965,1643,14:071684Z,112755,26,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1966,1643,14:070256U,112759,50,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1967,1643,14:014645Z,112803,21,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1968,1643,14:014068C,112807,42,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1969,1643,125:014265R,112870,19,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1970,1696,3:020364Z,113264,17,028G,Wolff,Georg,georg wolff,444,ctb,BeiträgerIn
1971,1643,3:607579S,115127,24,028G,Ernestus,Johannes,johannes ernestus,003,ctb,BeiträgerIn
1972,1643,39:140977V,115408,28,028G,Andreae,Johann Valentin,johann valentin andreae,464,ctb,BeiträgerIn
1973,1643,39:121001C,115433,25,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
1974,1643,39:108023E,115444,32,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1975,1643,23:313747X,115464,20,028G,Cothmann,Johann,johann cothmann,168,ctb,BeiträgerIn
1976,1643,23:285934H,115529,27,028G,Andreae,Johann Valentin,johann valentin andreae,464,ctb,BeiträgerIn
1977,1642,32:692873V,116033,20,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
1978,1642,3:686868R,116086,40,028G,Schönberg,Andreas,andreas schönberg,380,ctb,BeiträgerIn
1979,1642,3:640740X,116346,25,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1980,1642,125:026584Z,116524,20,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1981,1642,125:025408T,116540,18,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1982,1642,125:023988P,116571,32,028G,Ludovicus,Christianus,christianus ludovicus,372,ctb,BeiträgerIn
1983,1642,14:070250Y,116647,21,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
1984,1642,12:158415B,116751,59,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1985,1642,14:051673D,116859,33,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
1986,1642,3:606946S,116954,18,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
1987,1642,12:174951P,117015,23,028G,Homburg,Ernst Christoph,ernst christoph homburg,499,ctb,BeiträgerIn
1988,1642,39:119100G,117188,24,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
1989,1642,39:107452K,117203,77,028G,Beer,Sebastian,sebastian beer,658,ctb,BeiträgerIn
1990,1642,39:104072N,117214,45,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
1991,1642,23:293149D,117269,19,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1992,1642,23:293143H,117272,20,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
1993,1642,23:292656L,117277,21,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
1994,1642,23:290736U,117284,20,028G,Moscherosch,Johann Michael,johann michael moscherosch,436,ctb,BeiträgerIn
1995,1641,3086:753638Q,117386,27,028G,Buchner,August,august buchner,362,ctb,BeiträgerIn
1996,1641,3086:752966F,117398,32,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
1997,1641,15:747627Q,117441,26,028G,PrüschenkLindenhofen,Zacharias,zacharias prüschenklindenhofen,418,ctb,BeiträgerIn
1998,1641,28:727012F,117565,16,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
1999,1641,14:070247V,118286,54,028G,Freystein,Adam Samuel,adam samuel freystein,809,ctb,BeiträgerIn
2000,1641,14:068352A,118293,52,028G,Albertus,Johannes,johannes albertus,158,ctb,BeiträgerIn
2001,1641,14:014475H,118333,33,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
2002,1641,125:015447H,118369,16,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
2003,1641,125:014221K,118400,24,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2004,1641,12:130769Q,118441,28,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2005,1641,125:008047W,118549,41,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
2006,1641,3:006995D,118656,21,028G,Haxthausen,Johann,johann haxthausen,456,ctb,BeiträgerIn
2007,1641,3:609196U,118812,25,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2008,1641,39:120346D,118899,21,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
2009,1641,39:114756W,118901,19,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2010,1641,23:285198K,118987,21,028G,Neumark,Georg,georg neumark,605,ctb,BeiträgerIn m.
2011,1641,23:255582U,119072,19,028G,Mechovius,Joachim,joachim mechovius,483,ctb,BeiträgerIn
2012,1640,7:714868M,119357,27,028G,Ernestus,Johannes,johannes ernestus,003,ctb,BeiträgerIn
2013,1640,7:697319W,119474,18,028G,Grote,Otto,otto grote,503,ctb,BeiträgerIn
2014,1640,7:697318P,119475,25,028G,Grote,Otto,otto grote,503,ctb,BeiträgerIn
2015,1640,23:689799A,119539,17,028G,Haxthausen,Johann,johann haxthausen,456,ctb,BeiträgerIn
2016,1640,7:665307F,119670,21,028G,Pichtel,Conrad Balthasar,conrad balthasar pichtel,399,ctb,BeiträgerIn
2017,1640,23:649288W,119747,22,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2018,1640,3:640946D,119811,21,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
2019,1640,125:026742U,120061,26,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2020,1640,1:049801L,120093,26,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2021,1640,125:023112D,120147,24,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
2022,1640,14:071296Z,120210,26,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
2023,1640,14:063084X,120227,20,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
2024,1640,14:017963B,120261,20,028G,Haxthausen,Johann,johann haxthausen,456,ctb,BeiträgerIn
2025,1640,23:230961S,120534,24,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
2026,1640,12:194664H,120780,26,028G,Haxthausen,Johann,johann haxthausen,456,ctb,BeiträgerIn
2027,1640,3:606970R,120812,22,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
2028,1640,39:142905T,120871,28,028G,PrüschenkLindenhofen,Zacharias,zacharias prüschenklindenhofen,418,ctb,BeiträgerIn
2029,1640,39:111024L,120920,38,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
2030,1640,23:292913C,120983,21,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2031,1640,23:290477M,120998,24,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
2032,1640,23:290459P,121000,24,028G,Beyer,Johann,johann beyer,588,ctb,BeiträgerIn
2033,1640,23:270503K,121050,26,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
2034,1640,23:250413D,121095,27,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
2035,1639,9:744414M,121148,26,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2036,1639,35:715778S,121344,17,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
2037,1639,75:687753V,121490,19,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2038,1639,3:687393Z,121494,24,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2039,1639,23:248610Y,121846,29,028G,Werder,Diederich,diederich werder,031,ctb,BeiträgerIn
2040,1639,23:242160C,121855,21,028G,Haxthausen,Johann,johann haxthausen,456,ctb,BeiträgerIn
2041,1639,125:026433D,121890,28,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2042,1639,125:026429T,121891,22,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
2043,1639,125:026429T,121891,23,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2044,1639,1:030617K,121950,43,028G,Praun,Michael,michael praun,849,ctb,BeiträgerIn
2045,1639,1:024719U,121960,40,028G,Philip,Johann,johann philip,183,ctb,BeiträgerIn
2046,1639,125:017217M,122049,20,028G,Gunther,Anthon,anthon gunther,351,ctb,BeiträgerIn
2047,1639,125:017217M,122049,20,028G,Gunther,Anthon,anthon gunther,447,ctb,BeiträgerIn
2048,1639,125:017217M,122049,20,028G,Gunther,Anthon,anthon gunther,826,ctb,BeiträgerIn
2049,1639,12:162692U,122115,28,028G,Menius,Johann Heinrich,johann heinrich menius,678,ctb,BeiträgerIn
2050,1639,125:001167K,122139,26,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2051,1639,12:179858H,122214,24,028G,Opitius,,opitius,200,ctb,BeiträgerIn
2052,1639,14:017958H,122291,24,028G,Haxthausen,Johann,johann haxthausen,456,ctb,BeiträgerIn
2053,1639,23:322593N,122371,18,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2054,1639,23:256600M,122373,24,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2055,1639,39:105932Q,122499,25,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2056,1639,39:105927W,122500,65,028G,Georgius,Johannes,johannes georgius,682,ctb,BeiträgerIn
2057,1639,23:292901F,122603,19,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2058,1638,27:752950D,122702,30,028G,Müller,Peter,peter müller,850,oth,ErwähnteR
2059,1638,15:744534E,122754,38,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2060,1638,7:713099R,123047,17,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2061,1638,23:231423H,123578,26,028G,Sandrart,Joachim,joachim sandrart,863,ctb,BeiträgerIn k.
2062,1638,125:026252Y,123601,31,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
2063,1638,125:023132S,123665,16,028G,Adami,Tobias,tobias adami,181,ctb,BeiträgerIn
2064,1638,125:017791V,123743,20,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2065,1638,125:016250E,123779,30,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2066,1638,125:016216Z,123780,21,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2067,1638,125:016216Z,123780,24,028G,Harsdörffer,Georg Philipp,georg philipp harsdörffer,368,ctb,BeiträgerIn
2068,1638,3:610440W,124167,23,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2069,1638,3:610590K,124203,25,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2070,1638,3:610538F,124205,26,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2071,1638,39:136778Q,124278,18,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2072,1638,39:112454F,124312,37,028G,Philipp,Johann,johann philipp,183,ctb,BeiträgerIn
2073,1638,39:110990V,124316,25,028G,Schönberg,Hans Dietrich,hans dietrich schönberg,752,ctb,BeiträgerIn
2074,1637,1:711142B,124836,19,028G,Gryphius,Andreas,andreas gryphius,788,ctb,BeiträgerIn
2075,1637,1:711049Z,124837,50,028G,Georg,Johan,johan georg,482,ctb,BeiträgerIn
2076,1637,1:711049Z,124837,50,028G,Georg,Johan,johan georg,322,ctb,BeiträgerIn
2077,1637,547:684212W,126027,21,028G,Krosigk,Heinrich Philibert,heinrich philibert krosigk,341,ctb,BeiträgerIn
2078,1637,125:026590A,126436,22,028G,Birken,Sigmund,sigmund birken,681,ctb,BeiträgerIn
2079,1637,1:058756Z,126461,28,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2080,1637,14:021555R,126600,22,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
2081,1637,125:014225Q,126684,18,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2082,1637,125:009649Y,126730,19,028G,Schönberg,Moritz Christoph,moritz christoph schönberg,808,ctb,BeiträgerIn
2083,1637,14:020064H,126749,23,028G,Krosigk,Heinrich Philibert,heinrich philibert krosigk,341,ctb,BeiträgerIn
2084,1637,14:082014D,126840,19,028G,Banér,Johan,johan banér,222,ctb,BeiträgerIn
2085,1637,23:329279K,126891,24,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2086,1637,23:321785C,127013,26,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2087,1637,39:113040B,127174,38,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
2088,1637,23:292591T,127242,20,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2089,1636,3086:753433R,127409,21,028G,Gueinz,Christian,christian gueinz,361,ctb,BeiträgerIn
2090,1636,23:753377S,127410,20,028G,Banér,Johan,johan banér,222,oth,ErwähnteR
2091,1636,35:716050K,127619,63,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
2092,1636,1:710998U,127640,20,028G,Heinrich,Caspar,caspar heinrich,603,ctb,BeiträgerIn
2093,1636,125:027887T,128186,37,028G,Philippus,Johannes,johannes philippus,183,ctb,BeiträgerIn
2094,1636,3:301970N,128635,26,028G,Andreae,Johann Valentin,johann valentin andreae,464,ctb,BeiträgerIn
2095,1636,23:311898K,128766,24,028G,Moscherosch,Johann Michael,johann michael moscherosch,436,ctb,BeiträgerIn
2096,1636,3:606360B,128863,18,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2097,1636,39:111510A,128979,18,028G,Gueintz,Christian,christian gueintz,361,ctb,BeiträgerIn
2098,1636,23:292645W,129057,18,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2099,1636,23:290910W,129072,19,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2100,1636,23:290815D,129079,21,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2101,1636,23:278077T,129125,24,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
2102,1636,23:267167K,129158,18,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2103,1636,125:028928W,129194,27,028G,Schneuber,Johann Matthias,johann matthias schneuber,498,ctb,BeiträgerIn
2104,1635,9:746011A,129242,29,028G,Schwerin,Otto,otto schwerin,493,ctb,BeiträgerIn
2105,1635,75:689809X,129590,18,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2106,1635,23:634488G,129948,21,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2107,1635,125:023093H,130153,20,028G,Schlegel,Christian,christian schlegel,780,ctb,BeiträgerIn
2108,1635,125:022729S,130163,25,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2109,1635,14:051786P,130233,29,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2110,1635,14:051786P,130233,30,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2111,1635,125:016009E,130276,18,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2112,1635,125:014799T,130307,35,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2113,1635,125:001153X,130370,26,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2114,1635,39:105943D,130807,33,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2115,1634,1:620024V,131817,64,028G,Rudolphus,Georgius,georgius rudolphus,058,ctb,BeiträgerIn
2116,1634,23:246683H,131830,31,028G,G,C,c g,513,ctb,BeiträgerIn
2117,1634,125:027873F,131846,20,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2118,1634,14:017299D,132004,28,028G,Weyhe,Eberhard,eberhard weyhe,079,ctb,BeiträgerIn
2119,1634,125:015099K,132082,22,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2120,1634,12:152890M,132132,19,028G,Gersdorff,Nicolaus,nicolaus gersdorff,662,ctb,BeiträgerIn
2121,1634,125:041828S,132549,24,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2122,1634,39:106555H,132640,21,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2123,1634,39:106555H,132640,29,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2124,1633,17:749860G,132892,21,028G,Arnim,Hans Georg,hans georg arnim,255,oth,ErwähnteR
2125,1633,75:705521S,133226,23,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2126,1633,75:664583K,133468,23,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2127,1633,23:247087L,133751,21,028G,G,C,c g,513,ctb,BeiträgerIn
2128,1633,125:023546A,133855,17,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2129,1633,125:014963P,134009,29,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2130,1633,23:293591X,134705,24,028G,Schottelius,Justus Georg,justus georg schottelius,397,ctb,BeiträgerIn
2131,1632,7:708296X,135221,25,028G,Ludovicus,Christianus,christianus ludovicus,372,ctb,BeiträgerIn
2132,1632,3:685426Y,135408,23,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2133,1632,75:664022L,135579,25,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2134,1632,75:651096V,135649,26,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2135,1632,125:019550K,137059,25,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2136,1632,125:017366S,137092,29,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2137,1632,39:109779A,137916,20,028G,Adami,Tobias,tobias adami,181,ctb,BeiträgerIn
2138,1631,15:745518B,138235,23,028G,Moscherosch,Johann Michael,johann michael moscherosch,436,ctb,BeiträgerIn
2139,1631,56:732649T,138357,17,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2140,1631,23:627921B,139151,20,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
2141,1631,23:245532H,139263,34,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
2142,1631,1:014712N,139389,20,028G,Gängl,Caspar,caspar gängl,484,ctb,BeiträgerIn
2143,1631,39:114268R,140742,26,028G,Miltitz,Hans Caspar,hans caspar miltitz,549,ctb,BeiträgerIn
2144,1631,39:108778P,140760,30,028G,Wesenbeck,Matthaeus,matthaeus wesenbeck,433,ctb,BeiträgerIn
2145,1631,23:297366X,140833,19,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
2146,1631,23:281137V,140919,19,028G,Adolphus,Johannes,johannes adolphus,719,ctb,BeiträgerIn
2147,1630,75:699237X,141605,20,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2148,1630,547:689947P,141713,30,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
2149,1630,75:675266L,141808,21,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2150,1630,75:659316U,141953,32,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2151,1630,1:040122D,142516,24,028G,Fischer,Johannes,johannes fischer,480,ctb,BeiträgerIn
2152,1630,125:014565G,142800,19,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2153,1630,23:263363X,143539,21,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2154,1630,23:285322D,143917,20,028G,Rist,Johann,johann rist,467,ctb,BeiträgerIn
2155,1630,23:258494Y,144004,15,028G,Anstruther,Robert,robert anstruther,240,ctb,BeiträgerIn
2156,1630,23:256489W,144026,18,028G,Andreae,Johann Valentin,johann valentin andreae,464,ctb,BeiträgerIn
2157,1629,125:005470W,146143,20,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2158,1629,125:005470W,146143,20,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2159,1629,125:005470W,146143,20,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2160,1628,23:735773L,146801,21,028G,Buchner,August,august buchner,362,ctb,BeiträgerIn
2161,1695,1:007645K,147562,25,028G,Simon,,simon,110,ctb,BeiträgerIn
2162,1628,3:673279F,148207,24,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2163,1628,3:605641H,149161,29,028G,Weyhe,Eberhard,eberhard weyhe,079,ctb,BeiträgerIn
2164,1628,3:611103F,149381,25,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2165,1628,3:610973R,149457,34,028G,Köppen,Johann,johann köppen,485,ctb,BeiträgerIn
2166,1628,23:256486Y,149825,21,028G,Andreä,Johann Valentin,johann valentin andreä,464,ctb,BeiträgerIn
2167,1627,24:723524N,150080,18,028G,Hohenfeld,Johannes,johannes hohenfeld,586,ctb,BeiträgerIn
2168,1627,125:014416B,151058,29,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2169,1627,3:019610P,151562,22,028G,Milagius,Martinus,martinus milagius,315,ctb,BeiträgerIn
2170,1627,125:005297B,151606,22,028G,Friedrich,Johann,johann friedrich,648,ctb,BeiträgerIn
2171,1627,125:005297B,151606,22,028G,Friedrich,Johann,johann friedrich,018,ctb,BeiträgerIn
2172,1627,125:005297B,151606,22,028G,Friedrich,Johann,johann friedrich,722,ctb,BeiträgerIn
2173,1626,23:684259A,152429,20,028G,Fridericus,Johannes,johannes fridericus,018,ctb,BeiträgerIn
2174,1626,7:635760D,152711,21,028G,Hodenberg,Bodo,bodo hodenberg,373,ctb,BeiträgerIn
2175,1626,125:003465U,152876,26,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2176,1626,1:059633N,152913,19,028G,Gersdorff,Nicolaus,nicolaus gersdorff,662,ctb,BeiträgerIn
2177,1626,125:017740E,153073,25,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2178,1626,125:017680A,153075,19,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2179,1626,125:001175A,153281,31,028G,Vogel,Johann,johann vogel,562,ctb,BeiträgerIn
2180,1626,39:160762W,153481,18,028G,Olearius,Adam,adam olearius,543,ctb,BeiträgerIn
2181,1626,12:109039M,153554,20,028G,Buchner,Augustus,augustus buchner,362,ctb,BeiträgerIn
2182,1626,125:004157R,153940,47,028G,Albertus,Johannes,johannes albertus,158,ctb,BeiträgerIn
